,Name,Type,Location,Price,Price Category
1628,NSSCC WEC - 基础护肤和彩妆示范讲座 (华语讲解) Facial and Make up Talk in Mandarin (Nee Soon Cares 2024),Social & Community Events,Nee Soon South CC,0.0,Free
1629,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Nee Soon South CC,~95.0,$$
1630,Power Fit Kids- Artistic Gymnastics! (Age 5 - 12),Fitness & Wellness,Nee Soon South CC,~90.0,$$
1631,Silat (HealthierSG),Fitness & Wellness,Nee Soon South CC,~30.0,$
1632,Yok! Jalan Jalan Ke Bazaar Ramadan Geylang Serai,Social & Community Events,Nee Soon South CC,3.0,$
1633,Nee Soon South Springleaf Dance Fit Club 2025,Social & Community Events,Nee Soon South Springleaf RN,24.0,$
1634,Nee Soon South Springleaf RN Qigong Class on Saturday (Term 10),Workshops & Classes,Nee Soon South Springleaf RN,25.0,$
1635,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Nee Soon South Zone B RN,80.0,$$
1636,Nee Soon South Zone C RN Karaoke Session March 2025,Social & Community Events,Nee Soon South Zone C RN,70.0,$$
1637,Recreational Karaoke Dialect Singing (Hokkien),Workshops & Classes,Nee Soon South Zone C RN,~85.0,$$
1638,(ONLY FOR BALLOTED MEMBERS IN FEB) [Double Table] Nee Soon South Zone D RN Flea Market 30 Mar 2025,Social & Community Events,Nee Soon South Zone D RN,28.0,$
1639,(ONLY FOR BALLOTED MEMBERS IN FEB) [Single Table] Nee Soon South Zone D RN Flea Market 30 Mar 2025,Social & Community Events,Nee Soon South Zone D RN,18.0,$
1640,Nee Soon South Zone F RN Gardening Fees (January 2025 to March 2025),Social & Community Events,Nee Soon South Zone F RN,20.0,$
1641,Nee Soon South Zone F RN Gardening Fees (July 2024 to March 2025),Social & Community Events,Nee Soon South Zone F RN,60.0,$$
1642,Nee Soon South Zone F RN Gardening Fees (October 2024 to March 2025),Social & Community Events,Nee Soon South Zone F RN,40.0,$
1643,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,Nee Soon South Zone G RN,90.0,$$
1644,Nee Soon South Zone H - Hay Dairies Goat Farm Trip (15 March 2025),Social & Community Events,Nee Soon South Zone H RN,~2.5,$
1645,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Nee Soon South Zone H RN,~50.0,$
1646,Northvale Food Clay Art Workshop,Workshops & Classes,Northvale RN,3.0,$
1647,Fitness First - NTUC Income Tampines Junction,Fitness & Wellness,"NTUC Income Tampines Junction, Postal Code: 529652",150.0,$$$
1648,Rainforest Wild ASIA (NV Residences),Social & Community Events,Nv Residences RN,10.0,$
1649,Merlion Park,Cultural & Heritage,"One Fullerton, Singapore",0.0,Free
1650,Fitness First - One George Street,Fitness & Wellness,"One George Street, Postal Code: 48616",150.0,$$$
1651,[One Punggol CC IAEC] Holi Dhamaka 2025,Social & Community Events,One Punggol CC,10.0,$
1652,[Punggol Coast CACC & Bayvue RN] - Community Mural Art Painting,Social & Community Events,One Punggol CC,0.0,Free
1653,[Punggol Coast CCC] Let’s Brisk Walk to Punggol Digital District!,Social & Community Events,One Punggol CC,0.0,Free
1654,[Punggol Coast FLC] Mother's Day Herbarium Workshop,Workshops & Classes,One Punggol CC,10.0,$
1655,[Punggol Pinnacle RN & Punggol Coast GAC] Vermicomposting Workshop,Workshops & Classes,One Punggol CC,5.0,$
1656,[Punggol Pinnacle RN] Punggol Point Crown & Woods Estate Party,Social & Community Events,One Punggol CC,0.0,Free
1657,[Punggol Seaview RN] Move and Mingle Block Party,Social & Community Events,One Punggol CC,2.0,$
1658,BodyART® (HealthierSG),Fitness & Wellness,One Punggol CC,~102.5,$$$
1659,Boogie Bounce Xtreme - Trampoline Fitness (HealthierSG) (One Punggol),Workshops & Classes,One Punggol CC,~77.0,$$
1660,Fun with Art,Workshops & Classes,One Punggol CC,~135.0,$$$
1661,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,One Punggol CC,~95.0,$$
1662,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,One Punggol CC,~105.0,$$$
1663,Karate (HealthierSG),Fitness & Wellness,One Punggol CC,~125.0,$$$
1664,Piloxing ® (HealthierSG),Fitness & Wellness,One Punggol CC,~115.0,$$$
1665,PILOXING® Barre (HealthierSG),Fitness & Wellness,One Punggol CC,~115.0,$$$
1666,Punggol Coast C2E - CPR AED course on 18 May 2025,Workshops & Classes,One Punggol CC,2.0,$
1667,Punggol Coast Pets in Harmony @ Punggol Damai,Social & Community Events,One Punggol CC,5.0,$
1668,Punggol Marina RN - Hari Raya Bazaar ( Registration link for pre-selected vendors only),Social & Community Events,One Punggol CC,200.0,$$$
1669,Punggol Marina RN - Hari Raya Geylang Serai Bazaar Bus Tour,Social & Community Events,One Punggol CC,3.0,$
1670,Punggol Marina RN - Visit to Splashtopia @ Sentosa,Social & Community Events,One Punggol CC,20.0,$
1671,Recreational Folk Dance (Elementary) (HealthierSG),Workshops & Classes,One Punggol CC,~55.0,$$
1672,Silat (HealthierSG),Fitness & Wellness,One Punggol CC,~32.5,$
1673,Yoga Postures (HealthierSG),Fitness & Wellness,One Punggol CC,~85.0,$$
1674,Fitness First - One Raffles Quay,Fitness & Wellness,"One Raffles Quay, Postal Code: 48619",150.0,$$$
1675,[OERNs] Opera Estate Harmony Evening,Social & Community Events,Opera Estate-Siglap RN,0.0,Free
1676,Ang Mo Kio Town Garden West,Outdoor & Nature,"Opposite Ang Mo Kio Town Library, along Ang Mo Kio Avenue 6",0.0,Free
1677,Fitness First - Orchard,Fitness & Wellness,"Orchard, Postal Code: 238841",150.0,$$$
1678,North East Green Adventure,Social & Community Events,Our Tampines Hub,0.0,Free
1679,22.03.2025 - Palm Gardens Sustainability,Social & Community Events,Palm Gardens RN,0.0,Free
1680,PGRN SFC and Briskwalk - Apr 2025,Social & Community Events,Pandan Gardens RN,0.0,Free
1681,Fitness First - Paragon,Fitness & Wellness,"Paragon, Postal Code: 238859",150.0,$$$
1682,West Coast Park,Outdoor & Nature,Parallel to West Coast Highway,0.0,Free
1683,[Parc Centros RN] Let’s Visit Museum of Ice Cream Together!,Social & Community Events,Parc Centros RN,18.0,$
1684,Parc Lumiere RC Stars & Games: Family Movie Night,Social & Community Events,Parc Lumiere RC,1.0,$
1685,Fitness First - Alexandra,Fitness & Wellness,"Pasir Panjang Road, Postal Code: 117439",150.0,$$$
1686,Acupuncture Point Massage,Fitness & Wellness,Pasir Ris Atlantis RC,20.0,$
1687,Be a Percussionist - Cajon (Adults),Workshops & Classes,Pasir Ris Central CC,~173.0,$$$
1688,Chinese Ink Painting,Workshops & Classes,Pasir Ris Central CC,~95.0,$$
1689,Gentle Flow Yoga (HealthierSG),Fitness & Wellness,Pasir Ris Central CC,~80.0,$$
1690,Guitar Pop (Elementary),Workshops & Classes,Pasir Ris Central CC,~173.0,$$$
1691,Naive Art (age 5 – 8),Workshops & Classes,Pasir Ris Central CC,~130.0,$$$
1692,Pasir Ris Central CC Rug Tufting Workshop,Workshops & Classes,Pasir Ris Central CC,15.0,$
1693,Pasir Ris Central Family Camp 2025,Social & Community Events,Pasir Ris Central CC,120.0,$$$
1694,Piano Grade 1,Workshops & Classes,Pasir Ris Central CC,~257.5,$$$
1695,Power Fit Kids (Intermediate),Fitness & Wellness,Pasir Ris Central CC,~93.0,$$
1696,Power Fit Kids- Artistic Gymnastics! (Age 5 - 12),Fitness & Wellness,Pasir Ris Central CC,~90.0,$$
1697,Ukulele - Beginner,Workshops & Classes,Pasir Ris Central CC,~173.0,$$$
1698,Yin Yoga (HealthierSG),Fitness & Wellness,Pasir Ris Central CC,~95.0,$$
1699,Breadmaking (Pasir Ris East),Food & Beverage,Pasir Ris East CC,~125.0,$$$
1700,Guitar Pop (Elementary),Workshops & Classes,Pasir Ris East CC,~133.0,$$$
1701,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Pasir Ris East CC,~82.5,$$
1702,Home Cooking / Variety Cooking,Food & Beverage,Pasir Ris East CC,~125.0,$$$
1703,Recreational Folk Dance (Elementary) (HealthierSG),Workshops & Classes,Pasir Ris East CC,~37.5,$
1704,SkillsFuture@PA Western Flower Arrangement (Stage IV),Workshops & Classes,Pasir Ris East CC,~106.0,$$$
1705,Taijiquan (HealthierSG),Fitness & Wellness,Pasir Ris East CC,~72.5,$$
1706,Variety Cooking Workshop for Adults,Food & Beverage,Pasir Ris East CC,~55.0,$$
1707,Badminton (HealthierSG) (Pasir Ris Elias),Fitness & Wellness,Pasir Ris Elias CC,~105.0,$$$
1708,Ballet (Adult) - Advanced (HealthierSG),Workshops & Classes,Pasir Ris Elias CC,~205.0,$$$
1709,Ballet (Adult) - Intermediate (HealthierSG) (Pasir Ris Elias),Workshops & Classes,Pasir Ris Elias CC,~205.0,$$$
1710,Ballroom Modern (Adult) - Elementary (HealthierSG) (Pasir Ris Elias),Workshops & Classes,Pasir Ris Elias CC,~105.0,$$$
1711,Bollywood Dance For Adults (HealthierSG) (Pasir Ris Elias),Workshops & Classes,Pasir Ris Elias CC,~80.0,$$
1712,Bollywood Dance For Children (Pasir Ris Elias),Workshops & Classes,Pasir Ris Elias CC,~80.0,$$
1713,Children's Art (Pasir Ris East),Workshops & Classes,Pasir Ris Elias CC,~92.5,$$
1714,Chinese Calligraphy,Workshops & Classes,Pasir Ris Elias CC,~92.5,$$
1715,Fun with Keyboard,Workshops & Classes,Pasir Ris Elias CC,~223.5,$$$
1716,Guitar Pop (Elementary),Workshops & Classes,Pasir Ris Elias CC,~133.0,$$$
1717,Line Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Pasir Ris Elias CC,~70.0,$$
1718,Line Dance (Adult) - Intermediate (HealthierSG),Workshops & Classes,Pasir Ris Elias CC,~70.0,$$
1719,Recreational Karaoke Dialect Singing (Cantonese),Workshops & Classes,Pasir Ris Elias CC,~65.0,$$
1720,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Pasir Ris Elias CC,~84.0,$$
1721,SG60 M3 Ramadan Ride for Gaza 2025,Social & Community Events,Pasir Ris Elias CC,0.0,Free
1722,Silat (HealthierSG),Fitness & Wellness,Pasir Ris Elias CC,4.0,$
1723,SkillsFuture@PA Unisex Hair Cutting Course Module 2,Fitness & Wellness,Pasir Ris Elias CC,~225.0,$$$
1724,Yin Yang Yoga (HealthierSG),Fitness & Wellness,Pasir Ris Elias CC,~105.0,$$$
1725,Yin Yoga (HealthierSG),Fitness & Wellness,Pasir Ris Elias CC,~85.0,$$
1726,Yoga Stretch (HealthierSG),Fitness & Wellness,Pasir Ris Elias CC,~85.0,$$
1727,Yoga Therapy (HealthierSG),Fitness & Wellness,Pasir Ris Elias CC,~125.0,$$$
1728,Zumba® Fitness (HealthierSG),Fitness & Wellness,Pasir Ris Elias CC,~60.0,$$
1729,*2025 Pasir Ris Meridian One Day Malaysia Muar Temple Tour,Social & Community Events,Pasir Ris Meridian RN,90.0,$$
1730,Pasir Ris Park,Outdoor & Nature,Pasir Ris Park stretches from Pasir Ris Road to Jalan Loyang Besar and can be accessed through Elias Road and Pasir Ris Green,0.0,Free
1731,Jom Berbuka Puasa by Pasir Ris Zone 10 and 11 RN (17 Mar 2025),Social & Community Events,Pasir Ris Zone 10 RN,0.0,Free
1732,Lowrey Piano (Grade 1),Workshops & Classes,Pasir Ris Zone 10 RN,387.9,$$$
1733,Lowrey Piano (Grade 3),Workshops & Classes,Pasir Ris Zone 10 RN,451.4,$$$
1734,Lowrey Piano (Grade 4),Workshops & Classes,Pasir Ris Zone 10 RN,484.1,$$$
1735,Pasir Ris Zone 10 Karaoke 2025,Social & Community Events,Pasir Ris Zone 10 RN,5.0,$
1736,Pasir Ris Zone 10 Karaoke Booking,Social & Community Events,Pasir Ris Zone 10 RN,70.0,$$
1737,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Pasir Ris Zone 10 RN,~45.0,$
1738,Taekwondo (International Taekwon-Do Federation Singapore) (HealthierSG),Fitness & Wellness,Pasir Ris Zone 11 RN,~45.0,$
1739,KAYAKING 1 STAR AWARD (HealthierSG),Fitness & Wellness,Passion Wave @ Bedok Reservoir,~76.0,$$
1740,PAssion Wave @ Bedok Reservoir 4 Seater Pedal Boat Rental March 2025,Social & Community Events,Passion Wave @ Bedok Reservoir,~11.5,$
1741,PAssion Wave @ Bedok Reservoir Kayak Rental March 2025,Social & Community Events,Passion Wave @ Bedok Reservoir,~9.5,$
1742,SUP Starter Course (Open Water) (HealthierSG),Fitness & Wellness,Passion Wave @ Bedok Reservoir,~58.0,$$
1743,BASIC WINDSURFING COURSE (HealthierSG),Fitness & Wellness,Passion Wave @ East Coast,~97.0,$$
1744,SUP Starter Course (Open Water) (HealthierSG),Fitness & Wellness,Passion Wave @ East Coast,~58.0,$$
1745,WINDSURFING CLINIC (HealthierSG),Fitness & Wellness,Passion Wave @ East Coast,~38.0,$
1746,PWJLG - 4-Seater Pedal Boat Rental (12 - 16 MAR 2025 ),Social & Community Events,Passion Wave @ Jurong Lake Gardens,~11.5,$
1747,PWJLG - DRAGONBOAT RENTAL for TEAMS ONLY (11 - 16 MAR 2025),Social & Community Events,Passion Wave @ Jurong Lake Gardens,0.0,Free
1748,PWJLG - DRAGONBOAT RENTAL for TEAMS ONLY (18 MAR - 23 MAR 2025),Social & Community Events,Passion Wave @ Jurong Lake Gardens,0.0,Free
1749,PWJLG - Kayak Rental (01 - 16 MAR 2025),Social & Community Events,Passion Wave @ Jurong Lake Gardens,~9.5,$
1750,Cycling (HealthierSG),Fitness & Wellness,Passion Wave @ Marina Bay,180.0,$$$
1751,KAYAKING 1 STAR AWARD (HealthierSG),Fitness & Wellness,Passion Wave @ Marina Bay,~76.0,$$
1752,PASSION WAVE @ MARINA BAY KAYAK & PEDAL BOAT RENTAL (12 TO 16 MAR '25),Social & Community Events,Passion Wave @ Marina Bay,~5.5,$
1753,PASSION WAVE @ MARINA BAY KAYAK & PEDAL BOAT RENTAL (19 TO 23 MAR '25),Social & Community Events,Passion Wave @ Marina Bay,~10.0,$
1754,SWWD 2025: KNK 210325 AM (FOR CHIU TENG CONSTRUCTION),Social & Community Events,Passion Wave @ Marina Bay,384.0,$$$
1755,BASIC PICO SAILING COURSE (HealthierSG),Fitness & Wellness,Passion Wave @ Pasir Ris,~318.5,$$$
1756,Coast-to-Coast Expedition to Changi Point (Kayaking),Social & Community Events,Passion Wave @ Pasir Ris,~49.5,$
1757,KAYAKING 1 STAR AWARD (HealthierSG),Fitness & Wellness,Passion Wave @ Pasir Ris,~76.0,$$
1758,KAYAKING 2 STAR AWARD (HealthierSG),Fitness & Wellness,Passion Wave @ Pasir Ris,~92.0,$$
1759,KAYAKING 3 STAR PERSONAL SKILL TRAINING COURSE (HealthierSG),Fitness & Wellness,Passion Wave @ Pasir Ris,~137.0,$$$
1760,Kayaking 3 Star Refresher (HealthierSG),Fitness & Wellness,Passion Wave @ Pasir Ris,~51.0,$$
1761,PAssion Wave @ Pasir Ris 12 - 16 MAR 2025 Kayak Rentals (SCF cert required),Social & Community Events,Passion Wave @ Pasir Ris,~13.0,$
1762,PAssion Wave @ Pasir Ris 12 - 16 MAR 2025 Stand-Up Paddling (SUP) Rentals (ASI cert required),Social & Community Events,Passion Wave @ Pasir Ris,~19.0,$
1763,SUP Starter Course (Open Water) (HealthierSG),Fitness & Wellness,Passion Wave @ Pasir Ris,~58.0,$$
1764,KAYAKING 1 STAR AWARD (HealthierSG),Fitness & Wellness,Passion Wave @ Sembawang,~76.0,$$
1765,KAYAKING 2 STAR AWARD (HealthierSG),Fitness & Wellness,Passion Wave @ Sembawang,~92.0,$$
1766,KAYAKING 3 STAR AWARD (ASSESSMENT) (HealthierSG),Fitness & Wellness,Passion Wave @ Sembawang,~47.5,$
1767,PAssion Wave @ Sembawang 12 -16 March 2025 Kayak Rental (SCF Cert required),Social & Community Events,Passion Wave @ Sembawang,~13.0,$
1768,Ballroom Modern (Adult) - Elementary (HealthierSG) (Paya Lebar Kovan),Workshops & Classes,Paya Lebar Kovan CC,~54.5,$$
1769,Ceramic Art (Paya Lebar),Workshops & Classes,Paya Lebar Kovan CC,~285.0,$$$
1770,Children's Art (Paya Lebar Kovan),Workshops & Classes,Paya Lebar Kovan CC,~72.5,$$
1771,Dressmaking (Intermediate),Workshops & Classes,Paya Lebar Kovan CC,~95.0,$$
1772,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Paya Lebar Kovan CC,~80.0,$$
1773,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,Paya Lebar Kovan CC,~90.0,$$
1774,HOOP FITNESS (HealthierSG),Fitness & Wellness,Paya Lebar Kovan CC,~100.0,$$
1775,Karate (HealthierSG),Fitness & Wellness,Paya Lebar Kovan CC,~117.0,$$$
1776,Line Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Paya Lebar Kovan CC,~65.0,$$
1777,Paya Lebar Kovan CCMC - Art Cafe IG Furry Animals Making Workshop,Workshops & Classes,Paya Lebar Kovan CC,15.0,$
1778,Recreational Choral Singing,Workshops & Classes,Paya Lebar Kovan CC,~65.0,$$
1779,Recreational Folk Dance (Elementary) (HealthierSG),Workshops & Classes,Paya Lebar Kovan CC,~37.5,$
1780,Paya Lebar Zone 2 RN's Brisk Walk @ Bidadari Park on 15 March 2025,Social & Community Events,Paya Lebar Zone 2 RN,3.0,$
1781,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Paya Lebar Zone 3 RN,80.0,$$
1782,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Paya Lebar Zone 4 RN,80.0,$$
1783,Pearl's Hill City Park,Outdoor & Nature,Pearl's Hill Terrace,0.0,Free
1784,Line Dance (Adult) - Advanced (HealthierSG),Workshops & Classes,Pek Kio CC,~90.0,$$
1785,PEK KIO CC LINE DANCE JAM BY AMY LEE - 15 MAR 2025,Social & Community Events,Pek Kio CC,5.0,$
1786,PEK KIO CC WEC FOLK DANCE INTEREST GROUP (13 Mar 25 to 12 June 25),Social & Community Events,Pek Kio CC,0.0,Free
1787,Pek Kio Keeps Rocking (12 April 2025),Social & Community Events,Pek Kio CC,~110.0,$$$
1788,Science Centre & Omni Theatre Outing (PKCC) 15 Mar 2025,Social & Community Events,Pek Kio CC,8.0,$
1789,(PERN) Phoenix 1 Day Kukup Trip,Social & Community Events,Phoenix Estate RN,50.0,$
1790,(PERN) Phoenix Fun Walk - Apr 2025,Social & Community Events,Phoenix Estate RN,2.0,$
1791,(PERN) Phoenix Movie Night - May 2025,Social & Community Events,Phoenix Estate RN,2.0,$
1792,CCK CC WEC Funwalk (Mandai Boardwalk) - 6 Apr 2025,Social & Community Events,Phoenix Estate RN,3.0,$
1793,Pine Close RN - Laser Tag Event,Social & Community Events,Pine Close RN,10.0,$
1794,Movie Under The Stars @ Pine Grove (Despicable Me 4),Social & Community Events,Pine Grove NC,0.0,Free
1795,Fun Walk @ Singapore River (For The Centris Residents only),Social & Community Events,Pioneer Zone 2 RN,3.0,$
1796,"Pioneer Zone 7 - Afternoon Tea Block Party with Residents from Blk 659A, 659B, 659C and 659D",Social & Community Events,Pioneer Zone 7 RN,0.0,Free
1797,Pioneer Zone 8 RN 20th Anniversary Celebration,Social & Community Events,Pioneer Zone 8 RN,3.0,$
1798,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Pioneer Zone 8 RN,40.0,$
1799,Wushu (HealthierSG),Fitness & Wellness,Pioneer Zone 8 RN,120.0,$$$
1800,Pioneer Zone 9 - Melodies & Munchies,Social & Community Events,Pioneer Zone 9 RN,3.0,$
1801,Children's Art (Potong Pasir),Workshops & Classes,Potong Pasir CC,~105.0,$$$
1802,Family Day @ Woodleigh Hillside,Social & Community Events,Potong Pasir CC,~4.0,$
1803,First Aid Hour 26 Mar 2025,Social & Community Events,Potong Pasir CC,0.0,Free
1804,Frisbee Tryout 2025,Social & Community Events,Potong Pasir CC,5.0,$
1805,Haircut for Seniors (Blue & Orange Chas Card Holders Only),Social & Community Events,Potong Pasir CC,0.0,Free
1806,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Potong Pasir CC,~58.0,$$
1807,Health Qigong (HealthierSG),Fitness & Wellness,Potong Pasir CC,~70.0,$$
1808,Line Dance (Adult) - Intermediate (HealthierSG),Workshops & Classes,Potong Pasir CC,~75.0,$$
1809,Potong Pasir Celebrates! Line Dance Jamboree 2025,Social & Community Events,Potong Pasir CC,5.0,$
1810,Potong Pasir Celebrates! Tamil New Year,Social & Community Events,Potong Pasir CC,10.0,$
1811,"Potong Pasir Experiences! Little Ones, Big Feelings (22 March)",Social & Community Events,Potong Pasir CC,25.0,$
1812,Potong Pasir Explores! Punggol Waterway Park,Social & Community Events,Potong Pasir CC,3.0,$
1813,Technical Boxing (HealthierSG),Fitness & Wellness,Potong Pasir CC,~69.0,$$
1814,Potong Pasir Explores! Gardens by the Bay (Zone 2 RN),Social & Community Events,Potong Pasir Zone 2 RN,~9.0,$
1815,Potong Pasir Explores! Sembawang Hot Spring & Chong Pang Hawker Centre,Social & Community Events,Potong Pasir Zone 2 RN,3.0,$
1816,Potong Pasir Explores! APAC Food & Beverage Expo 2025,Social & Community Events,Potong Pasir Zone 3 RN,3.0,$
1817,Pulau Ubin,Outdoor & Nature,Pulau Ubin,0.0,Free
1818,#PS Positivity Party,Social & Community Events,Punggol 21 CC,0.0,Free
1819,360° BODY FITNESS (HealthierSG) (Punggol),Fitness & Wellness,Punggol 21 CC,~95.0,$$
1820,Children's Art (Punggol 21),Workshops & Classes,Punggol 21 CC,~75.0,$$
1821,HIP HOP (KIDS) BY TRUDANCE,Workshops & Classes,Punggol 21 CC,~115.0,$$$
1822,Karaoke Club @ Punggol 21 CC (April 2025),Social & Community Events,Punggol 21 CC,5.0,$
